id,created_at,text,retweet_count,favorite_count
994586858704265216,2018-05-10 14:36:00,@LaurenOnFOX7 Let's not eggsaggerate... You were just trying to share! 😉,0,1
993843081777696768,2018-05-08 13:20:30,This Mother’s Day create a custom list of compliments and let Alexa show the mom in your home how much she means to… https://t.co/lneP4Gw0xO,20,42
993557182724562944,2018-05-07 18:24:26,We are excited to work with Microsoft to simplify your life. Sign up here for updates on our AI collaboration:… https://t.co/abSbHt9ThS,66,136
993550051241705472,2018-05-07 17:56:06,"RT @Microsoft: No #SeattleFreeze here: Tom Taylor, SVP of Amazon Alexa and Megan Saunders, GM of Cortana are on stage at #MSBuild showing o…",207,0
992374537693073409,2018-05-04 12:05:01,"Just say ""Alexa, remind me to call mom on Mother's Day"" and Alexa can make sure to remind you at your preferred tim… https://t.co/cFELDwxn53",16,30
992222634204069894,2018-05-04 02:01:25,"@MandaMicel While we're definitely always open to new things, Alexa may not be able to handle this. 🚪😋",0,2
991857753831374848,2018-05-03 01:51:30,"@alliekosek We'll send out an ""SOS"" if we see you ""Burnin' Up"" from the excitement! 😂 😂 😂",1,3
991649336860794880,2018-05-02 12:03:20,Create a custom birthday game and let Alexa host. Now you can create personal skills with Alexa Skill Blueprints:… https://t.co/ijd1zFUbY4,16,33
989974969554792453,2018-04-27 21:10:00,@TrashCoastEast It's so cool being able to ask Alexa if any friends are online right now and not having to look it up!,0,1
989897916474048517,2018-04-27 16:03:49,"Thousands of people have used Alexa Skill Blueprints to create their own custom Alexa responses, games, stories, an… https://t.co/Rsydfkg2Kt",10,35
989837567599284224,2018-04-27 12:04:01,"The Bone Farm by Dean Koontz is an audio exclusive novella featuring Koontz’s latest heroine, Jane Hawk. This thril… https://t.co/pnB4F6X2si",8,36
989585276895809536,2018-04-26 19:21:30,"Happy 👽 Day! Celebrate by asking, ""Alexa, open Alien Simulator."" https://t.co/l08tRDkVME",25,66
989360031190700032,2018-04-26 04:26:27,@ugurkaner Maybe Alexa will tell you if you ask! Try asking: Alexa Did you miss me?,0,1
989172217597583360,2018-04-25 16:00:09,"Introducing Echo Dot Kids Edition, the first Echo made just for kids. Available May 9th. Learn more:… https://t.co/9XCrJjn8lO",34,60
988553603974656000,2018-04-23 23:02:00,@AlexGwartney Welcome to the family! We're glad to hear you're enjoying the device. What's been your favorite part so far? 😁,0,2
988480624313892866,2018-04-23 18:12:00,"@arnehess Da siehst du mal, welch Unterschied ein ""Pünktchen"" ausmacht #Echo . 👍🧐",0,1
987412887810465792,2018-04-20 19:29:12,Check out the Twitch live stream today! https://t.co/OB9vmBoLjA,8,29
987187810112360448,2018-04-20 04:34:49,"@HistoryDean Oh Alexa you're so fine, you're so fine you blow our mind! 🎵🎶",0,1
986997972255825921,2018-04-19 16:00:28,"Create a custom couples quiz, then let Alexa host the game. Now you can create personal skills with Alexa Skill Blu… https://t.co/7kJRNgGSaL",20,61
986213713979027456,2018-04-17 12:04:07,"🖲🖲🖲🖲 For a limited time, Echo Buttons are $10 off when you buy 4. Play games like Simon Tap, Trivial Pursuit Tap, B… https://t.co/zaEmd6caiS",14,24
985950643641729024,2018-04-16 18:38:46,RT @RachelZoe: So much fun using the Amazon Echo Look to help Sheryl Luke get ready for spring! Love the Style Check feature.. It allows yo…,35,0
985555599969710080,2018-04-15 16:29:00,@arunr008 Your feedback is highly appreciated. We will forward it to the right department. ^AS,0,1
985370084460892161,2018-04-15 04:11:50,"@Lukaserino Du hast doch Zeit zum Basteln und nach der Fertigstellung reist du einfach die paar Jahre zurück 🚙💨 Wäre eine Idee, oder? 😛",0,1
985301760280539137,2018-04-14 23:40:20,@MichaelJBrewis That is GREAT to hear! What was the first question that you asked Alexa? ^TL,0,2
985276715483172864,2018-04-14 22:00:49,"@Lukaserino Wieso warten, magst du keinen basteln? :D",0,1
985273394303307777,2018-04-14 21:47:37,@Lukaserino Wir haben den #Echo - Ring. Du die PS🐴. PASST! 🚗,0,2
984285025406418944,2018-04-12 04:20:11,@lifeofmrsm We wish our second grade teacher had been as awesome as you! This is fantastic; thank you so much for sharing it with us!,0,2
982165627644264448,2018-04-06 07:58:28,"@m_hoffm Hi, melde dich bitte einmal bei unserem Support: https://t.co/7bb5hexESQ. Die Kollegen können dem gerne au… https://t.co/ME7NWwTakH",0,1
981636251416752129,2018-04-04 20:54:54,@ecrudge99 Thank you for welcoming us into the family!! 😊😊 What's your favorite thing to do with Alexa?,0,1
981582432582320134,2018-04-04 17:21:03,RT @ComedyCentral: Tough times call for great comedy. Introducing: The Comedy Central Skill on Amazon Alexa. #AskAlexa @amazonecho https://…,61,0
980961829777178624,2018-04-03 00:15:00,@swichard Just remember to invite Alexa to the next PTA meeting! 😉,0,2
980625111094054913,2018-04-02 01:57:00,@kevinvira Thanks for reaching out to us today. Do you have any other favorite Alexa skills?,0,0
980184960517754881,2018-03-31 20:48:00,@blackberrychris Just wait until you connect the Dots!,0,0
980073596830789632,2018-03-31 13:25:29,"@nerdweib Ja, mach das unbedingt. Wir freuen uns schon drauf :-) 🎥📽📹",0,1
979437426786541568,2018-03-29 19:17:34,"RT @INFINITIUSA: Now, you can start your engine with Amazon Alexa. Enable the INFINITI InTouch™ Services Skill with Amazon Alexa and connec…",41,0
979418666931539969,2018-03-29 18:03:01,"With the @TuneIn Live skill you can listen to your favorite sports team's live. ⚾️🏀 🏈 Get started by saying ""Alexa,… https://t.co/qGy5snaEja",20,41
976429075421171713,2018-03-21 12:03:27,Become a Prime member and unlock all the hands-free magic on your Echo. Learn more: https://t.co/WWVsRHZO1Q https://t.co/qwvmjbFkje,23,58
974254724437434368,2018-03-15 12:03:21,Hands free communication with Alexa. Call any number in your cell phone contacts using your Echo and use multiple d… https://t.co/KmvPWYBNLj,29,79
973669497352540160,2018-03-13 21:17:52,RT @ecobee: Bring light into your life with the power of voice. ecobee Switch+ is the smarter light switch with built-in Amazon Alexa. Pre-…,27,0
971733026920173569,2018-03-08 13:03:02,#InternationalWomensDay https://t.co/skQ3x1TZQY,10,37
971370765387001856,2018-03-07 13:03:32,Find thousands of skills in the Alexa app —or just ask Alexa — and start personalizing your Echo experience today w… https://t.co/IjhpfCFDkH,30,71
968833751240400896,2018-02-28 13:02:21,Don't forget! Alexa can set a reminder for you on any Echo device. And even send the reminder to your app while you… https://t.co/20sqfflIcR,20,67
968613554902282241,2018-02-27 22:27:22,RT @Bose: Alexa convenience meets Bose performance. Introducing new hands-free voice access to your music on #SoundTouch speakers using Ale…,25,0
968108891153338368,2018-02-26 13:02:00,"Get 2 free audiobooks when you start a 30-day Audible trial. @Audible_com has it all! Bestsellers, classics, award-… https://t.co/TKNOhQ2KfA",14,39
966297168037535744,2018-02-21 13:02:52,Transform your average-everyday-lamp into a voice controlled smart lamp with Alexa. Discover more things Alexa can… https://t.co/OAQBaxaz7P,20,60
965934565385822209,2018-02-20 13:02:01,Did you know you can listen to audiobooks with Alexa? @Audible_com has an unmatched selection of professionally nar… https://t.co/mFh33qB3wu,17,55
965572177528545280,2018-02-19 13:02:01,Celebrate President's Day with the HISTORY Speeches skill. Listen to the featured speech of the day or search for a… https://t.co/hYFAE0QbUU,17,46
964193484402929664,2018-02-15 17:43:35,#EchoLook made its #NYFW debut backstage at the @PrabalGurung show. Request an invitation for Echo Look athttp://am… https://t.co/LA3ZE4A8Yp,7,22
963485044181536768,2018-02-13 18:48:29,"Skills to educate, entertain, and engage. Just say, ""Alexa, tell me about the kids challenge"" to try our finalist s… https://t.co/ulKP6bOyjx",9,26
960570429768220673,2018-02-05 17:46:51,"Gordon Ramsay might not be the new voice of Alexa, but he will review  your cooking chops. Just say, ""Alexa, ask Go… https://t.co/Qsci7ljBzy",481,2505
960362083538915333,2018-02-05 03:58:58,"The unstoppable @Lesdoggg , thanks for stepping in. We got it from here. #AskAlexa https://t.co/AaiCDwobsZ",10,56
960361109416005632,2018-02-05 03:55:05,".@ohsnapjbsmoove JB the love doctor, we owe you one. #AskAlexa https://t.co/dqofvPzIZY",10,27
960358725558169600,2018-02-05 03:45:37,@edemofonte You'd never oversleep again. That's for sure. https://t.co/0fZYikKDNX,0,2
960356669929803779,2018-02-05 03:37:27,"@Marinaho Surprise! We think they all tried their best, but it is always best to just #AskAlexa",1,0
960353169371889665,2018-02-05 03:23:32,That's why you always #JustAsk #JustSaying https://t.co/Zdm3TvHRwc,55,238
960352911103537152,2018-02-05 03:22:31,"@JessicaDwyer We think it was pretty cool to have him step in, but it is always better to #AskAlexa",0,1
960350265269477378,2018-02-05 03:12:00,@RachelMiniK We think it's best to just #AskAlexa,0,1
960349550685794304,2018-02-05 03:09:09,@ChaseMit Keep an eye on his career. He's going places.,0,4
960349198192447489,2018-02-05 03:07:45,".@Doritos Just #AskAlexa, “Can you rap?” https://t.co/lmuo7iTCIk",34,114
960348532363456512,2018-02-05 03:05:07,We’re not done yet! Stay tuned after the game to see @lesdoggg and @ohsnapjbsmoove #AskAlexa https://t.co/AAkSHIkmnh,55,196
960347535801028609,2018-02-05 03:01:09,".@SydnieBurton Sir @AnthonyHopkins is an undisputed legend, but as Alexa? Ok yeah, we loved him, too. #AskAlexa https://t.co/iciCboS4iO",12,57
960346468367454208,2018-02-05 02:56:55,@JoiLouisePR It's on YouTube now 😊 https://t.co/1MFRxQgoVu,0,1
960345625907924993,2018-02-05 02:53:34,".@buckmasterflash We love @iamcardib for keeping it real, but as Alexa? Don’t ask Cardi, #AskAlexa https://t.co/ZA01Bdm4WD",17,64
960344895079796736,2018-02-05 02:50:39,.@ToddAshlee We agree that Gordon is a master of the culinary arts. But did he master being Alexa? Don’t ask… https://t.co/egmR9NX5YM,10,52
960343877935943680,2018-02-05 02:46:37,".@BrianaRinaldo We know that @RebelWilson is the undisputed comedic champion of the universe. But as Alexa?  Hmmmm,… https://t.co/KPRLcNWUyM",15,67
960340748355940353,2018-02-05 02:34:11,.@Recessionista https://t.co/YY0e95Qv1v,19,74
960336735686287360,2018-02-05 02:18:14,@jloeb308 https://t.co/KoeulKZg0g,6,7
960334584545271808,2018-02-05 02:09:41,.@successfulbid not yet! Look for @iamcardib in the 4th quarter. #AskAlexa https://t.co/9eAcVTBvaU,85,321
960329929966702592,2018-02-05 01:51:12,@iamMrScott https://t.co/DixjRJdgye,1,2
960329036433182720,2018-02-05 01:47:38,.@MatthewACherry Here’s an @iamcardib gem to hold you over till the big ad. https://t.co/X4nDjANcr5,12,50
960325973219540992,2018-02-05 01:35:28,"Love JT, but RT if you think @GordonRamsay shouting about undercooked food should be the halftime show next year. https://t.co/xPaUvKQNbb",1187,1657
960314427139649536,2018-02-05 00:49:35,".@iamwellandgood Bubbles, bubbles, bubbles, bubbles #AskAlexa @RebelWilson https://t.co/3qsUbMwqpa",13,43
960311550904098816,2018-02-05 00:38:10,"Thanks, @MilenKuznetsov. There’s no other jam we’d rather listen to either. https://t.co/ABZBXdPygL",11,36
960294804285546496,2018-02-04 23:31:37,".@GordonRamsay, you make a mean beef wellington, but we think Alexa makes the best Alexa, just saying ¯\_(ツ)_/¯",28,129
960292992383963138,2018-02-04 23:24:25,RT @Jasondinhsum: Ask your Amazon Alexa who’s gonna win the Super Bowl.,30,0
960290788814065664,2018-02-04 23:15:40,".@iamcardib Thanks! Having you fill in for Alexa is okrrrrrrrrrrrrrrrr!
Try asking your Echo: “Alexa, did Cardi B.… https://t.co/qTacIv7fg6",296,893
959194319545499653,2018-02-01 22:38:41,RT @amazonfiretv: Find out how to watch the big game on Fire TV for free on February 4th: https://t.co/6ObFU3D05B 🏈 https://t.co/61MtB0GVa0,55,0
958809299404255233,2018-01-31 21:08:45,"RT @GordonRamsay: Sure, I can tell you the weather and how to cook your food....But telling people how it is, is what I do best ! #AskAlexa…",181,0
958529743858540545,2018-01-31 02:37:54,RT @RebelWilson: Of course @Amazon wants me. Who doesn’t? #Superbowl #ad https://t.co/yqMUwtQoLg,595,0
958529645317517313,2018-01-31 02:37:30,RT @GordonRamsay: The world isn’t ready for a voice that sounds this bloody good. Let’s do this @Amazon ! #ad https://t.co/lj1eAzpjyk,1601,0
958505385882566656,2018-01-31 01:01:06,"RT @Lesdoggg: WHAAAAAT?!?!?! S#$% ABOUT TO GET REAL, @AMAZON! #ad https://t.co/J99Xk9xuAV",378,0
958505286892859392,2018-01-31 01:00:43,"RT @AnthonyHopkins: A box opens a world of opportunities, this should be interesting. #ad https://t.co/d8GioMVPWJ",652,0
957781204555780097,2018-01-29 01:03:28,"Sounds like Alexa might have lost her voice, but who could possibly replace her? https://t.co/ipDBNHjV5k",444,704
956238198769774592,2018-01-24 18:52:07,"RT @amazonfiretv: Did you know that you can control apps like @PlayStation Vue with your voice? Just say ""Alexa, play Mr. Robot on PlayStat…",10,0
954400780508831745,2018-01-19 17:10:52,RT @ultimateears: As if #BLAST and #MEGABLAST couldn’t get any *more ultimate*: use Alexa to control your favorite music on @siriusxm and @…,8,0
953613127664496642,2018-01-17 13:01:01,Check in with @MyBeautyChat each day to hear the latest and greatest beauty trends from Hearst magazine Beauty Edit… https://t.co/9XAEHq3uwz,15,27
953475824325398528,2018-01-17 03:55:25,@memorie_holiday From your description it must look fantastic! What's next?,0,1
953057211609120768,2018-01-16 00:12:00,@yfchanmd Bringing musical joy one room at a time! Dance party in the living room! 🎶💃,1,2
951076412185694209,2018-01-10 13:01:01,"Are you a know-it-all when it comes to Sports Trivia? Sports Jeopardy! is perfect for you. Just say “Alexa, play Sp… https://t.co/l1XsoiNu2X",11,25
950937897401688064,2018-01-10 03:50:36,"New at #CES2018 The @polkaudio Command Bar, a sound bar system with Alexa built-in. Learn more:… https://t.co/0j82vQM3eG",37,74
950857357503864833,2018-01-09 22:30:34,"RT @Toyota: Hey #Alexa... I’m on my way home, turn on the lights and crank up the heat! Read more from today’s special announcement from #C…",177,0
950793225698123776,2018-01-09 18:15:44,"New at #CES2018 Meet the Onelink 'Safe &amp; Sound' by @FirstAlert, a smoke and carbon monoxide alarm with Alexa:… https://t.co/K75rC5eaZS",28,68
950487530880819201,2018-01-08 22:01:01,New at #CES2018: Jabra brings Alexa on-the-go with new Elite 65t truly wireless headphones: https://t.co/T1qHJ7ETU8 https://t.co/J9zGWwitbZ,20,45
950472430933422080,2018-01-08 21:01:01,"New at #CES2018: Alexa comes to PCs from @HP, @Acer, and @ASUS, all powered by @Intel and Amazon technology: … https://t.co/000DMEqsr9",53,140
950457332735070208,2018-01-08 20:01:01,"New at #CES2018: @Hisense_USA introduces 100"" 4K TV with hands-free Alexa: https://t.co/5sQELvc01g https://t.co/pccGEh5SKZ",17,49
949347386446491648,2018-01-05 18:30:29,@Kaelaris Get the party started! 😉🎶,1,4
949209489500196865,2018-01-05 09:22:32,"@b00rzEE Du wirst dich wundern. :) Ich wage es sogar zu behaupten, dass du dich verlieben wirst!😍",0,2
948902084451229696,2018-01-04 13:01:01,Did you get an Echo this holiday? Do you like having fun? Then get some Echo buttons and start playing Trivial Purs… https://t.co/RfxatIM1T5,21,54
948539697227280385,2018-01-03 13:01:01,"Alexa is in on the fun with this game show classic! Play Audience Match and Head-to-Head. Just say, “Alexa, play Ma… https://t.co/XJVkaFSOR8",22,64
946368544446599168,2017-12-28 13:13:38,"Alexa teamed up with Amazon’s Acapella group, Vocally Self Critical, to record this #NYE anthem, just ask Alexa to… https://t.co/tGRODB83kb",36,76
946005748852682752,2017-12-27 13:12:01,Are you the ultimate HISTORY buff? Test your knowledge with Free Daily Three questions from the new Ultimate HISTOR… https://t.co/PvWUdPJ13G,31,97
945643362387943424,2017-12-26 13:12:01,"Cast up to 10 votes per day with the NBA All-Star skill. Just say “Alexa, help me vote for the NBA All-Star Game” t… https://t.co/YCClimzscN",11,16
945425075544739841,2017-12-25 22:44:37,"@GeoffRhymer We're so glad you're enjoying it! So far, what skills have you used the most?",1,1
944556199483248640,2017-12-23 13:12:01,"Teen Jeopardy! is the perfect game for the budding genius in your family. Just say, “Alexa, play Teen Jeopardy!” to… https://t.co/RaTXD87I2M",9,22
944193870295982080,2017-12-22 13:12:15,Rejoice! Multi-room music now supports @Spotify! Learn how to set up multi-room music and stream your favorite jams… https://t.co/S3zyAxJB6M,52,223
943831580589555713,2017-12-21 13:12:39,Need to set some holiday cooking timers this weekend? Or perhaps a holiday nap timer? Alexa is ready to handle all… https://t.co/7x2qXzvwMH,9,32
943469034061860864,2017-12-20 13:12:01,Now you can play Ellen DeGeneres' favorite game with Alexa! How many guesses can you get right in 90 seconds? Just… https://t.co/1IoalY7l18,27,118
943278646961172480,2017-12-20 00:35:29,RT @NoradSanta: Get the #NORADTracksSanta skill to ask Alexa about Santa’s Yuletide journey around the world! @amazonecho https://t.co/ai70…,49,0
943209321155956736,2017-12-19 20:00:00,@martinberger_ch Da müssen wir uns noch gedulden! Behalte am besten unsere Seite im Auge. 😉,0,0
943106731520995328,2017-12-19 13:12:21,What to wear today? What to pack this weekend? Alexa has meteorology skills to help get you out the door. Discover… https://t.co/g1lPk4hAlN,13,35
942910357290586112,2017-12-19 00:12:02,"""Alexa, turn on holiday."" 🔌 ✨🎄Learn how to use smart plugs and more to create a holiday routine that turns on all y… https://t.co/4JHSDwa0Nc",12,36
942744261732241409,2017-12-18 13:12:01,Are you in the holiday spirit? Listen to a short clip of some of the most popular holiday songs and see if you can… https://t.co/kYfxLiWYDv,10,48
941657148240596992,2017-12-15 13:12:13,Dogs or cats? Duke it out with Echo Buttons. Play games like Trivial Pursuit Tap and Sounds Fun with Mike Epps usin… https://t.co/D2QpVWMI40,10,24
941646524014047232,2017-12-15 12:30:00,"@nerdweib Wusstest du, dass Alexa in unserer Amazon Wichtelwerkstatt jeden Tag von den vielen kleinen Helferlein We… https://t.co/5nmWoSD4ZG",0,1
941447915569950720,2017-12-14 23:20:48,"🎉 Welcome to Alexa, Ellen! We can't wait to play heads up! https://t.co/V3jl7GwCXf",10,49
941294831346814976,2017-12-14 13:12:30,Alexa can make any home into a voice controlled smart home — even the gingerbread kind. Find out what else Alexa ca… https://t.co/iUIGciCptt,2042,52
940932386979745794,2017-12-13 13:12:17,Alexa can keep you up to date with the latest news from your most trusted publishers with a daily flash briefing.⚡️… https://t.co/1IjMgsRyg6,14,39
940857549552791552,2017-12-13 08:14:54,"@rs24a At the moment, we don't have any information on the release of these skills. Kind regards",0,0
940739378447491072,2017-12-13 00:25:20,"Twitch is now available on Alexa which means you never have to let go of the controller! Just say “Alexa, open Twit… https://t.co/YXn6p7jTeH",12,27
940280023768076288,2017-12-11 18:00:01,With the new Vroom skill for Alexa you can help nurture your child's growing mind with fun activities you can do to… https://t.co/HT4sIhQ6Wp,21,42
939482819709071360,2017-12-09 13:12:13,"“Alexa, play The Handmaid's Tale on Hulu.” Pair your @AmazonFireTV and Echo device for hands-free control of apps l… https://t.co/CJGDdzRZDE",10,40
939120477733376003,2017-12-08 13:12:24,Can’t decide on your #OOTD? Let Alexa help you look your best every morning with #echolook. Tune into @TheView toda… https://t.co/OJsSJgqfBp,15,39
938757995168747530,2017-12-07 13:12:01,Santa Claus is coming to town - find out when with the new NORAD Tracks Santa skill. 🎅 Learn more:… https://t.co/1LrLUoGNUE,43,95
938395660876906497,2017-12-06 13:12:14,"Spoiler alert! Did you know you can ask Alexa for music by genre, mood, or even lyrics with a subscription to Prime… https://t.co/468O0Wn5bq",18,47
938108935147532289,2017-12-05 18:12:54,🖲 🖲 Want to bring back game night? Echo Buttons deliver a new way to play games through your Echo with skills like… https://t.co/DfTI368Jp1,25,50
937733995005186048,2017-12-04 17:23:01,@imakestuff_me We'all out here in 2017 while you are living in 3017. Future sounds amazing!! ^SG,0,1
936946111855685632,2017-12-02 13:12:15,"“Alexa, play The Good Place on NBC.” Pair your @AmazonFireTV and Echo device for hands-free control of apps like NB… https://t.co/8DaW16bpA3",9,44
936869294452875264,2017-12-02 08:07:00,@DeusRa Hast du ihn schon mal das Gegenteil sagen hören? ;),0,1
936324592309739520,2017-11-30 20:02:33,RT @amazonmusic: The @U2 Experience: Tune in NOW to https://t.co/tX8uYhsK9J or Ask Alexa “Play The U2 Experience” to stream new music &amp; int…,159,0
936048389145485313,2017-11-30 01:45:01,"Call for backup, manage your arsenal and much more with the perfect Destiny 2 companion - the all new Ghost skill f… https://t.co/AtItz5ciQj",103,279
935858805623218178,2017-11-29 13:11:41,Want to get know Alexa? Just ask. Discover more things Alexa can do: https://t.co/GZXqOcwLtc https://t.co/KAlQ80KZVL,13,43
934406316961030144,2017-11-25 13:00:01,Stream any song on Prime Music or Amazon Music Unlimited for a chance to win 1 of 30 all-new Echo devices!… https://t.co/Fk8QMFf5Sg,19,47
934369823777329152,2017-11-25 10:35:00,@duesiblog Schönes Video! ☺️🥂,0,1
933684362268332038,2017-11-23 13:11:13,Don't forget to name your timers today! Alexa can set multiple named timers to keep track of all your Thanksgiving… https://t.co/rqKgvBYgq6,19,96
933321986440421376,2017-11-22 13:11:16,Life is full of questions. Ask Alexa. 🤔 Discover more things Alexa can do: https://t.co/JKzfPoqQpr https://t.co/x1gxYpC4DX,10,30
